docname,topic,proportion
newsgroups:19140,000,0.375588
newsgroups:19140,005,0.306088
newsgroups:19140,002,0.106349
newsgroups:19140,006,0.077753
newsgroups:19140,001,0.076901
newsgroups:19140,016,0.032802
newsgroups:19140,019,0.013771
newsgroups:19140,003,0.010748
newsgroups:19175,001,1.0
newsgroups:19210,000,1.0
newsgroups:19245,006,0.431808
newsgroups:19245,005,0.428483
newsgroups:19245,001,0.072945
newsgroups:19245,000,0.066764
newsgroups:19280,000,1.0
newsgroups:19315,000,0.531362
newsgroups:19315,005,0.264466
newsgroups:19315,008,0.204172
newsgroups:19350,012,1.0
newsgroups:19385,005,1.0
newsgroups:19420,001,1.0
newsgroups:19455,000,1.0
newsgroups:19490,000,1.0
newsgroups:19525,001,1.0
newsgroups:19560,005,0.440004
newsgroups:19560,000,0.260354
newsgroups:19560,002,0.181625
newsgroups:19560,014,0.060538
newsgroups:19560,003,0.057479
newsgroups:19595,000,0.49474
newsgroups:19595,001,0.311486
newsgroups:19595,002,0.193773
newsgroups:19630,012,1.0
newsgroups:19665,005,0.457313
newsgroups:19665,003,0.170697
newsgroups:19665,001,0.084607
newsgroups:19665,002,0.083779
newsgroups:19665,006,0.075813
newsgroups:19665,016,0.071379
newsgroups:19665,000,0.056412
newsgroups:19700,003,1.0
newsgroups:19735,007,1.0
newsgroups:19770,003,1.0
newsgroups:19805,005,1.0
newsgroups:19840,000,0.412399
newsgroups:19840,005,0.255676
newsgroups:19840,001,0.15004
newsgroups:19840,010,0.077007
newsgroups:19840,003,0.06995
newsgroups:19840,002,0.034928
newsgroups:19875,012,1.0
newsgroups:19910,005,0.696713
newsgroups:19910,000,0.195911
newsgroups:19910,006,0.043795
newsgroups:19910,002,0.034769
newsgroups:19910,016,0.028813
newsgroups:19945,002,1.0
newsgroups:19980,006,1.0
newsgroups:1,005,0.350353
newsgroups:1,001,0.207944
newsgroups:1,006,0.200664
newsgroups:1,000,0.096491
newsgroups:1,016,0.086635
newsgroups:1,002,0.057913
newsgroups:36,001,1.0
newsgroups:71,000,0.770237
newsgroups:71,001,0.159602
newsgroups:71,003,0.070161
newsgroups:106,005,1.0
newsgroups:141,000,0.499362
newsgroups:141,005,0.380998
newsgroups:141,002,0.11964
newsgroups:176,016,1.0
newsgroups:211,006,1.0
newsgroups:246,005,1.0
newsgroups:281,002,1.0
newsgroups:316,008,1.0
newsgroups:351,000,1.0
newsgroups:386,008,1.0
newsgroups:421,005,1.0
newsgroups:456,006,0.275471
newsgroups:456,008,0.247076
newsgroups:456,000,0.220549
newsgroups:456,005,0.153954
newsgroups:456,016,0.08536
newsgroups:456,001,0.01759
newsgroups:491,002,1.0
newsgroups:526,000,1.0
newsgroups:561,000,0.399085
newsgroups:561,012,0.258793
newsgroups:561,006,0.109838
newsgroups:561,016,0.103077
newsgroups:561,005,0.077246
newsgroups:561,001,0.05196
newsgroups:596,005,0.448815
newsgroups:596,002,0.380321
newsgroups:596,003,0.170864
newsgroups:631,008,1.0
newsgroups:666,001,1.0
newsgroups:701,005,0.630619
newsgroups:701,000,0.267246
newsgroups:701,003,0.064619
newsgroups:701,006,0.037517
newsgroups:736,016,1.0
newsgroups:771,005,0.536532
newsgroups:771,016,0.154471
newsgroups:771,000,0.117221
newsgroups:771,003,0.097193
newsgroups:771,001,0.094583
newsgroups:806,006,0.573466
newsgroups:806,001,0.25655
newsgroups:806,000,0.169983
newsgroups:841,000,0.765595
newsgroups:841,005,0.173809
newsgroups:841,002,0.039437
newsgroups:841,001,0.02116
newsgroups:876,001,1.0
newsgroups:911,012,1.0
newsgroups:946,013,1.0
newsgroups:981,001,1.0
newsgroups:1016,004,1.0
newsgroups:1051,001,1.0
newsgroups:1086,001,0.691145
newsgroups:1086,011,0.308855
newsgroups:1121,009,1.0
newsgroups:1156,009,1.0
newsgroups:1191,009,0.475034
newsgroups:1191,001,0.20638
newsgroups:1191,003,0.085693
newsgroups:1191,004,0.084047
newsgroups:1191,002,0.034872
newsgroups:1191,000,0.033894
newsgroups:1191,012,0.025209
newsgroups:1191,016,0.022418
newsgroups:1191,010,0.015477
newsgroups:1191,013,0.013031
newsgroups:1226,009,1.0
newsgroups:1261,001,0.459054
newsgroups:1261,003,0.269395
newsgroups:1261,013,0.092018
newsgroups:1261,002,0.084147
newsgroups:1261,004,0.065955
newsgroups:1261,017,0.029432
newsgroups:1296,009,1.0
newsgroups:1331,006,1.0
newsgroups:1366,009,1.0
newsgroups:1401,001,0.551206
newsgroups:1401,019,0.117072
newsgroups:1401,007,0.108556
newsgroups:1401,004,0.09982
newsgroups:1401,003,0.070721
newsgroups:1401,005,0.052625
newsgroups:1436,013,0.393877
newsgroups:1436,001,0.385844
newsgroups:1436,003,0.220279
newsgroups:1471,003,1.0
newsgroups:1506,001,1.0
newsgroups:1541,013,1.0
newsgroups:1576,010,1.0
newsgroups:1611,003,1.0
newsgroups:1646,001,1.0
newsgroups:1681,001,1.0
newsgroups:1716,013,0.389895
newsgroups:1716,001,0.32606
newsgroups:1716,004,0.101024
newsgroups:1716,009,0.079931
newsgroups:1716,003,0.067124
newsgroups:1716,002,0.035966
newsgroups:1751,001,1.0
newsgroups:1786,004,1.0
newsgroups:1821,004,0.307384
newsgroups:1821,009,0.286317
newsgroups:1821,012,0.229602
newsgroups:1821,001,0.176696
newsgroups:1856,001,1.0
newsgroups:1891,010,1.0
newsgroups:1926,004,1.0
newsgroups:1961,009,1.0
newsgroups:1996,001,1.0
newsgroups:2031,009,1.0
newsgroups:2066,010,1.0
newsgroups:2101,000,1.0
newsgroups:2136,009,1.0
newsgroups:2171,000,1.0
newsgroups:2206,016,1.0
newsgroups:2241,003,1.0
newsgroups:2276,001,1.0
newsgroups:2311,009,1.0
newsgroups:2346,013,1.0
newsgroups:2381,009,1.0
newsgroups:2416,001,0.336177
newsgroups:2416,004,0.335168
newsgroups:2416,013,0.328656
newsgroups:2451,009,1.0
newsgroups:2486,001,1.0
newsgroups:2521,003,1.0
newsgroups:2556,013,1.0
newsgroups:2591,001,1.0
newsgroups:2626,001,1.0
newsgroups:2661,010,1.0
newsgroups:2696,003,1.0
newsgroups:2731,010,1.0
newsgroups:2766,007,1.0
newsgroups:2801,004,0.338732
newsgroups:2801,005,0.224804
newsgroups:2801,012,0.208863
newsgroups:2801,013,0.134985
newsgroups:2801,000,0.092616
newsgroups:2836,011,1.0
newsgroups:2871,010,0.6904
newsgroups:2871,004,0.3096
newsgroups:2906,009,1.0
newsgroups:2941,010,0.561702
newsgroups:2941,018,0.162006
newsgroups:2941,004,0.154978
newsgroups:2941,003,0.121314
newsgroups:2976,004,0.557898
newsgroups:2976,013,0.232498
newsgroups:2976,009,0.2096
newsgroups:3011,003,1.0
newsgroups:3046,000,1.0
newsgroups:3081,018,1.0
newsgroups:3116,001,1.0
newsgroups:3151,010,1.0
newsgroups:3186,018,0.336389
newsgroups:3186,011,0.241253
newsgroups:3186,010,0.1904
newsgroups:3186,000,0.111834
newsgroups:3186,004,0.067
newsgroups:3186,013,0.053123
newsgroups:3221,010,1.0
newsgroups:3256,018,1.0
newsgroups:3291,011,1.0
newsgroups:3326,004,1.0
newsgroups:3361,007,1.0
newsgroups:3396,003,1.0
newsgroups:3431,003,1.0
newsgroups:3466,010,1.0
newsgroups:3501,003,1.0
newsgroups:3536,004,0.451346
newsgroups:3536,018,0.259803
newsgroups:3536,011,0.210303
newsgroups:3536,003,0.078548
newsgroups:3571,004,1.0
newsgroups:3606,011,1.0
newsgroups:3641,013,1.0
newsgroups:3676,004,1.0
newsgroups:3711,004,1.0
newsgroups:3746,006,1.0
newsgroups:3781,011,1.0
newsgroups:3816,004,1.0
newsgroups:3851,010,0.503192
newsgroups:3851,004,0.260659
newsgroups:3851,003,0.23615
newsgroups:3886,003,1.0
newsgroups:3921,003,1.0
newsgroups:3956,010,0.591979
newsgroups:3956,000,0.169393
newsgroups:3956,003,0.085342
newsgroups:3956,013,0.072989
newsgroups:3956,012,0.045586
newsgroups:3956,001,0.034712
newsgroups:3991,006,1.0
newsgroups:4026,007,0.34983
newsgroups:4026,004,0.302508
newsgroups:4026,018,0.208367
newsgroups:4026,003,0.139295
newsgroups:4061,003,1.0
newsgroups:4096,009,1.0
newsgroups:4131,014,1.0
newsgroups:4166,007,1.0
newsgroups:4201,016,1.0
newsgroups:4236,011,0.542416
newsgroups:4236,010,0.285078
newsgroups:4236,007,0.133005
newsgroups:4236,013,0.039501
newsgroups:4271,003,1.0
newsgroups:4306,011,1.0
newsgroups:4341,003,1.0
newsgroups:4376,002,1.0
newsgroups:4411,003,1.0
newsgroups:4446,007,1.0
newsgroups:4481,004,1.0
newsgroups:4516,007,1.0
newsgroups:4551,004,0.427164
newsgroups:4551,007,0.417773
newsgroups:4551,000,0.155064
newsgroups:4586,001,1.0
newsgroups:4621,001,1.0
newsgroups:4656,018,0.475161
newsgroups:4656,003,0.242938
newsgroups:4656,012,0.076746
newsgroups:4656,011,0.072982
newsgroups:4656,016,0.069562
newsgroups:4656,019,0.062612
newsgroups:4691,003,1.0
newsgroups:4726,004,0.690084
newsgroups:4726,003,0.15658
newsgroups:4726,001,0.153335
newsgroups:4761,004,1.0
newsgroups:4796,003,0.476975
newsgroups:4796,004,0.318641
newsgroups:4796,011,0.14945
newsgroups:4796,019,0.054934
newsgroups:4831,003,1.0
newsgroups:4866,004,1.0
newsgroups:4901,004,1.0
newsgroups:4936,003,1.0
newsgroups:4971,003,0.514789
newsgroups:4971,011,0.28386
newsgroups:4971,001,0.201351
newsgroups:5006,013,1.0
newsgroups:5041,001,1.0
newsgroups:5076,010,1.0
newsgroups:5111,001,1.0
newsgroups:5146,003,1.0
newsgroups:5181,001,0.286848
newsgroups:5181,004,0.251675
newsgroups:5181,003,0.18518
newsgroups:5181,007,0.086955
newsgroups:5181,002,0.050656
newsgroups:5181,000,0.045491
newsgroups:5181,016,0.039091
newsgroups:5181,011,0.035514
newsgroups:5181,013,0.01859
newsgroups:5216,003,1.0
newsgroups:5251,000,1.0
newsgroups:5286,000,0.243904
newsgroups:5286,002,0.215628
newsgroups:5286,013,0.21525
newsgroups:5286,006,0.209767
newsgroups:5286,001,0.115451
newsgroups:5321,013,1.0
newsgroups:5356,003,0.81338
newsgroups:5356,001,0.18662
newsgroups:5391,013,1.0
newsgroups:5426,013,1.0
newsgroups:5461,009,1.0
newsgroups:5496,003,1.0
newsgroups:5531,001,0.351337
newsgroups:5531,013,0.249304
newsgroups:5531,004,0.146155
newsgroups:5531,009,0.082518
newsgroups:5531,017,0.056825
newsgroups:5531,003,0.051569
newsgroups:5531,011,0.047489
newsgroups:5531,002,0.014804
newsgroups:5566,001,1.0
newsgroups:5601,010,1.0
newsgroups:5636,004,1.0
newsgroups:5671,013,1.0
newsgroups:5706,001,1.0
newsgroups:5741,004,1.0
newsgroups:5776,013,1.0
newsgroups:5811,013,0.714898
newsgroups:5811,001,0.219901
newsgroups:5811,004,0.065201
newsgroups:5846,013,0.521105
newsgroups:5846,003,0.478895
newsgroups:5881,013,1.0
newsgroups:5916,003,0.604079
newsgroups:5916,013,0.165476
newsgroups:5916,019,0.147457
newsgroups:5916,001,0.082988
newsgroups:5951,011,0.665154
newsgroups:5951,003,0.239341
newsgroups:5951,004,0.095505
newsgroups:5986,003,1.0
newsgroups:6021,003,1.0
newsgroups:6056,003,1.0
newsgroups:6091,003,1.0
newsgroups:6126,007,1.0
newsgroups:6161,004,1.0
newsgroups:6196,007,1.0
newsgroups:6231,007,0.386273
newsgroups:6231,003,0.194631
newsgroups:6231,006,0.192857
newsgroups:6231,002,0.096437
newsgroups:6231,000,0.090705
newsgroups:6231,016,0.039097
newsgroups:6266,007,1.0
newsgroups:6301,003,1.0
newsgroups:6336,004,0.497877
newsgroups:6336,007,0.258816
newsgroups:6336,001,0.152066
newsgroups:6336,018,0.091241
newsgroups:6371,001,1.0
newsgroups:6406,005,1.0
newsgroups:6441,007,0.228022
newsgroups:6441,000,0.167175
newsgroups:6441,004,0.147318
newsgroups:6441,003,0.140497
newsgroups:6441,005,0.100664
newsgroups:6441,010,0.095148
newsgroups:6441,015,0.063702
newsgroups:6441,002,0.057475
newsgroups:6476,010,1.0
newsgroups:6511,010,1.0
newsgroups:6546,018,1.0
newsgroups:6581,003,1.0
newsgroups:6616,007,1.0
newsgroups:6651,002,0.418467
newsgroups:6651,015,0.305565
newsgroups:6651,010,0.140958
newsgroups:6651,003,0.13501
newsgroups:6686,007,0.500672
newsgroups:6686,003,0.269426
newsgroups:6686,002,0.136815
newsgroups:6686,010,0.048581
newsgroups:6686,004,0.044506
newsgroups:6721,010,1.0
newsgroups:6756,007,1.0
newsgroups:6791,002,1.0
newsgroups:6826,003,1.0
newsgroups:6861,003,1.0
newsgroups:6896,002,1.0
newsgroups:6931,007,1.0
newsgroups:6966,010,1.0
newsgroups:7001,012,1.0
newsgroups:7036,017,1.0
newsgroups:7071,001,1.0
newsgroups:7106,002,1.0
newsgroups:7141,002,1.0
newsgroups:7176,002,1.0
newsgroups:7211,002,1.0
newsgroups:7246,000,1.0
newsgroups:7281,011,1.0
newsgroups:7316,011,1.0
newsgroups:7351,007,1.0
newsgroups:7386,002,1.0
newsgroups:7421,001,1.0
newsgroups:7456,003,1.0
newsgroups:7491,000,1.0
newsgroups:7526,014,0.466412
newsgroups:7526,003,0.175767
newsgroups:7526,002,0.170514
newsgroups:7526,000,0.09624
newsgroups:7526,001,0.091066
newsgroups:7561,002,0.327751
newsgroups:7561,014,0.279014
newsgroups:7561,003,0.262637
newsgroups:7561,001,0.130597
newsgroups:7596,002,1.0
newsgroups:7631,014,1.0
newsgroups:7666,003,1.0
newsgroups:7701,011,0.745576
newsgroups:7701,014,0.172018
newsgroups:7701,003,0.082406
newsgroups:7736,014,1.0
newsgroups:7771,014,1.0
newsgroups:7806,002,0.310726
newsgroups:7806,007,0.274355
newsgroups:7806,000,0.220738
newsgroups:7806,003,0.194181
newsgroups:7841,014,1.0
newsgroups:7876,011,0.30682
newsgroups:7876,002,0.266048
newsgroups:7876,014,0.176531
newsgroups:7876,003,0.095644
newsgroups:7876,007,0.083176
newsgroups:7876,000,0.071781
newsgroups:7911,003,1.0
newsgroups:7946,014,1.0
newsgroups:7981,004,1.0
newsgroups:8016,014,0.467266
newsgroups:8016,003,0.414329
newsgroups:8016,002,0.118405
newsgroups:8051,014,1.0
newsgroups:8086,014,1.0
newsgroups:8121,014,1.0
newsgroups:8156,014,1.0
newsgroups:8191,014,0.486761
newsgroups:8191,002,0.192396
newsgroups:8191,003,0.173168
newsgroups:8191,004,0.075964
newsgroups:8191,001,0.071712
newsgroups:8226,008,1.0
newsgroups:8261,002,1.0
newsgroups:8296,003,1.0
newsgroups:8331,003,1.0
newsgroups:8366,014,1.0
newsgroups:8401,002,1.0
newsgroups:8436,003,1.0
newsgroups:8471,003,0.601466
newsgroups:8471,014,0.398534
newsgroups:8506,014,0.383911
newsgroups:8506,002,0.260006
newsgroups:8506,003,0.195996
newsgroups:8506,001,0.160088
newsgroups:8541,002,1.0
newsgroups:8576,002,1.0
newsgroups:8611,014,1.0
newsgroups:8646,014,1.0
newsgroups:8681,000,0.442198
newsgroups:8681,001,0.256322
newsgroups:8681,008,0.2293
newsgroups:8681,006,0.072179
newsgroups:8716,003,1.0
newsgroups:8751,003,1.0
newsgroups:8786,000,1.0
newsgroups:8821,000,1.0
newsgroups:8856,004,1.0
newsgroups:8891,014,0.487879
newsgroups:8891,002,0.403415
newsgroups:8891,012,0.108705
newsgroups:8926,014,0.35663
newsgroups:8926,002,0.318613
newsgroups:8926,003,0.251104
newsgroups:8926,000,0.073653
newsgroups:8961,014,0.360588
newsgroups:8961,002,0.246175
newsgroups:8961,000,0.141283
newsgroups:8961,003,0.086814
newsgroups:8961,011,0.067842
newsgroups:8961,012,0.061423
newsgroups:8961,016,0.035875
newsgroups:8996,003,1.0
newsgroups:9031,015,0.501467
newsgroups:9031,002,0.345655
newsgroups:9031,004,0.086272
newsgroups:9031,014,0.066606
newsgroups:9066,015,1.0
newsgroups:9101,002,1.0
newsgroups:9136,002,1.0
newsgroups:9171,002,1.0
newsgroups:9206,015,0.51716
newsgroups:9206,002,0.48284
newsgroups:9241,008,0.491372
newsgroups:9241,002,0.245271
newsgroups:9241,017,0.134455
newsgroups:9241,011,0.128902
newsgroups:9276,002,0.868155
newsgroups:9276,012,0.131844
newsgroups:9311,002,0.83987
newsgroups:9311,008,0.16013
newsgroups:9346,002,0.764798
newsgroups:9346,003,0.135343
newsgroups:9346,011,0.067476
newsgroups:9346,001,0.032382
newsgroups:9381,003,1.0
newsgroups:9416,015,0.354905
newsgroups:9416,008,0.220288
newsgroups:9416,002,0.217774
newsgroups:9416,003,0.157358
newsgroups:9416,001,0.049675
newsgroups:9451,002,0.84925
newsgroups:9451,011,0.15075
newsgroups:9486,002,0.775319
newsgroups:9486,012,0.11392
newsgroups:9486,000,0.089277
newsgroups:9486,004,0.021484
newsgroups:9521,002,1.0
newsgroups:9556,002,1.0
newsgroups:9591,002,1.0
newsgroups:9626,002,1.0
newsgroups:9661,002,0.393449
newsgroups:9661,015,0.318004
newsgroups:9661,000,0.154334
newsgroups:9661,012,0.062837
newsgroups:9661,011,0.042536
newsgroups:9661,003,0.02884
newsgroups:9696,002,1.0
newsgroups:9731,003,1.0
newsgroups:9766,002,1.0
newsgroups:9801,002,1.0
newsgroups:9836,002,1.0
newsgroups:9871,002,1.0
newsgroups:9906,002,1.0
newsgroups:9941,002,1.0
newsgroups:9976,015,1.0
newsgroups:10011,002,0.687097
newsgroups:10011,015,0.312903
newsgroups:10046,000,1.0
newsgroups:10081,015,0.431016
newsgroups:10081,002,0.34912
newsgroups:10081,019,0.125021
newsgroups:10081,009,0.06845
newsgroups:10081,008,0.026393
newsgroups:10116,015,1.0
newsgroups:10151,002,0.596733
newsgroups:10151,015,0.179862
newsgroups:10151,003,0.097329
newsgroups:10151,019,0.056355
newsgroups:10151,001,0.035566
newsgroups:10151,004,0.026275
newsgroups:10151,012,0.00788
newsgroups:10186,015,1.0
newsgroups:10221,001,1.0
newsgroups:10256,015,1.0
newsgroups:10291,002,1.0
newsgroups:10326,015,1.0
newsgroups:10361,015,1.0
newsgroups:10396,015,0.449482
newsgroups:10396,002,0.310591
newsgroups:10396,000,0.14745
newsgroups:10396,003,0.05028
newsgroups:10396,001,0.042197
newsgroups:10431,002,1.0
newsgroups:10466,016,1.0
newsgroups:10501,015,1.0
newsgroups:10536,015,1.0
newsgroups:10571,002,1.0
newsgroups:10606,002,0.66174
newsgroups:10606,015,0.123032
newsgroups:10606,009,0.096013
newsgroups:10606,006,0.07807
newsgroups:10606,003,0.041146
newsgroups:10641,002,0.551308
newsgroups:10641,015,0.241041
newsgroups:10641,012,0.16764
newsgroups:10641,014,0.04001
newsgroups:10676,004,1.0
newsgroups:10711,002,1.0
newsgroups:10746,015,1.0
newsgroups:10781,002,1.0
newsgroups:10816,002,1.0
newsgroups:10851,002,1.0
newsgroups:10886,015,0.652789
newsgroups:10886,002,0.347211
newsgroups:10921,002,1.0
newsgroups:10956,002,1.0
newsgroups:10991,015,0.609903
newsgroups:10991,002,0.306436
newsgroups:10991,008,0.044616
newsgroups:10991,001,0.039046
newsgroups:11026,008,1.0
newsgroups:11061,003,1.0
newsgroups:11096,000,1.0
newsgroups:11131,000,1.0
newsgroups:11166,017,0.355327
newsgroups:11166,000,0.272257
newsgroups:11166,012,0.19609
newsgroups:11166,003,0.072098
newsgroups:11166,002,0.070618
newsgroups:11166,001,0.03361
newsgroups:11201,017,1.0
newsgroups:11236,000,1.0
newsgroups:11271,005,1.0
newsgroups:11306,017,1.0
newsgroups:11341,017,0.444008
newsgroups:11341,003,0.34287
newsgroups:11341,012,0.213122
newsgroups:11376,000,1.0
newsgroups:11411,017,1.0
newsgroups:11446,017,0.514206
newsgroups:11446,002,0.352052
newsgroups:11446,003,0.133742
newsgroups:11481,017,1.0
newsgroups:11516,017,0.466393
newsgroups:11516,000,0.283802
newsgroups:11516,003,0.089673
newsgroups:11516,001,0.076418
newsgroups:11516,002,0.045261
newsgroups:11516,005,0.038452
newsgroups:11551,001,1.0
newsgroups:11592,001,1.0
newsgroups:11627,017,0.690253
newsgroups:11627,000,0.111607
newsgroups:11627,002,0.095479
newsgroups:11627,001,0.062305
newsgroups:11627,003,0.040356
newsgroups:11662,017,0.224563
newsgroups:11662,005,0.223885
newsgroups:11662,002,0.207312
newsgroups:11662,000,0.194255
newsgroups:11662,003,0.149985
newsgroups:11697,017,1.0
newsgroups:11732,000,0.698757
newsgroups:11732,012,0.167897
newsgroups:11732,002,0.133346
newsgroups:11767,000,1.0
newsgroups:11802,009,1.0
newsgroups:11837,000,1.0
newsgroups:11872,003,1.0
newsgroups:11907,000,1.0
newsgroups:11942,001,1.0
newsgroups:11977,017,0.515673
newsgroups:11977,000,0.174744
newsgroups:11977,001,0.161494
newsgroups:11977,004,0.073319
newsgroups:11977,007,0.036336
newsgroups:11977,002,0.03618
newsgroups:11977,003,0.002255
newsgroups:12012,003,1.0
newsgroups:12047,003,1.0
newsgroups:12082,003,1.0
newsgroups:12117,003,1.0
newsgroups:12152,003,1.0
newsgroups:12187,001,1.0
newsgroups:12222,004,1.0
newsgroups:12257,001,1.0
newsgroups:12292,001,1.0
newsgroups:12327,000,0.596969
newsgroups:12327,002,0.403031
newsgroups:12362,001,1.0
newsgroups:12397,001,1.0
newsgroups:12432,017,0.398649
newsgroups:12432,003,0.334875
newsgroups:12432,001,0.266476
newsgroups:12467,003,1.0
newsgroups:12502,017,1.0
newsgroups:12537,001,1.0
newsgroups:12572,001,0.363315
newsgroups:12572,003,0.203003
newsgroups:12572,000,0.143461
newsgroups:12572,012,0.130246
newsgroups:12572,007,0.09939
newsgroups:12572,010,0.060586
newsgroups:12607,003,0.522763
newsgroups:12607,007,0.189262
newsgroups:12607,004,0.170868
newsgroups:12607,001,0.117108
newsgroups:12642,001,0.719425
newsgroups:12642,003,0.136529
newsgroups:12642,002,0.075551
newsgroups:12642,012,0.068496
newsgroups:12677,016,1.0
newsgroups:12712,004,0.499967
newsgroups:12712,003,0.235344
newsgroups:12712,016,0.137216
newsgroups:12712,001,0.127473
newsgroups:12747,001,1.0
newsgroups:12782,001,0.473131
newsgroups:12782,012,0.269266
newsgroups:12782,003,0.175552
newsgroups:12782,002,0.08205
newsgroups:12817,001,1.0
newsgroups:12852,002,1.0
newsgroups:12887,003,1.0
newsgroups:12922,012,1.0
newsgroups:12957,004,0.356548
newsgroups:12957,003,0.332663
newsgroups:12957,001,0.310789
newsgroups:12992,003,1.0
newsgroups:13027,000,1.0
newsgroups:13062,001,0.300896
newsgroups:13062,002,0.253317
newsgroups:13062,006,0.184891
newsgroups:13062,000,0.136448
newsgroups:13062,003,0.124447
newsgroups:13097,003,1.0
newsgroups:13132,000,0.335742
newsgroups:13132,002,0.27494
newsgroups:13132,005,0.13973
newsgroups:13132,001,0.086429
newsgroups:13132,016,0.059785
newsgroups:13132,003,0.052115
newsgroups:13132,014,0.027785
newsgroups:13132,004,0.023473
newsgroups:13167,002,1.0
newsgroups:13202,000,1.0
newsgroups:13237,005,0.41105
newsgroups:13237,001,0.328336
newsgroups:13237,000,0.109037
newsgroups:13237,002,0.091733
newsgroups:13237,008,0.059844
newsgroups:13272,008,1.0
newsgroups:13307,002,1.0
newsgroups:13342,001,1.0
newsgroups:13377,003,0.432571
newsgroups:13377,002,0.288047
newsgroups:13377,005,0.279382
newsgroups:13412,001,1.0
newsgroups:13447,003,1.0
newsgroups:13482,011,1.0
newsgroups:13517,002,0.334356
newsgroups:13517,003,0.208622
newsgroups:13517,006,0.175413
newsgroups:13517,004,0.082085
newsgroups:13517,008,0.061287
newsgroups:13517,001,0.061185
newsgroups:13517,000,0.035491
newsgroups:13517,005,0.032748
newsgroups:13517,017,0.008813
newsgroups:13552,000,1.0
newsgroups:13587,008,1.0
newsgroups:13622,001,0.646508
newsgroups:13622,006,0.184243
newsgroups:13622,002,0.118729
newsgroups:13622,008,0.05052
newsgroups:13657,002,1.0
newsgroups:13692,002,1.0
newsgroups:13727,001,1.0
newsgroups:13762,000,0.49474
newsgroups:13762,001,0.311486
newsgroups:13762,002,0.193773
newsgroups:13797,003,1.0
newsgroups:13832,002,0.517534
newsgroups:13832,000,0.482466
newsgroups:13867,001,1.0
newsgroups:13902,001,0.392309
newsgroups:13902,016,0.26111
newsgroups:13902,005,0.19965
newsgroups:13902,003,0.146931
newsgroups:13937,000,0.549812
newsgroups:13937,006,0.450188
newsgroups:13972,000,1.0
newsgroups:14007,006,1.0
newsgroups:14042,001,0.435537
newsgroups:14042,000,0.356592
newsgroups:14042,002,0.207871
newsgroups:14077,001,1.0
newsgroups:14112,003,0.491285
newsgroups:14112,001,0.295255
newsgroups:14112,015,0.21346
newsgroups:14147,001,0.586644
newsgroups:14147,003,0.218832
newsgroups:14147,002,0.078133
newsgroups:14147,017,0.042071
newsgroups:14147,016,0.039959
newsgroups:14147,012,0.034362
newsgroups:14182,001,1.0
newsgroups:14217,008,1.0
newsgroups:14252,001,1.0
newsgroups:14287,009,1.0
newsgroups:14322,012,0.280566
newsgroups:14322,001,0.261792
newsgroups:14322,003,0.247602
newsgroups:14322,004,0.21004
newsgroups:14357,001,0.575845
newsgroups:14357,003,0.145059
newsgroups:14357,002,0.121618
newsgroups:14357,004,0.091889
newsgroups:14357,006,0.035901
newsgroups:14357,008,0.029688
newsgroups:14392,002,1.0
newsgroups:14427,002,1.0
newsgroups:14462,002,1.0
newsgroups:14497,002,1.0
newsgroups:14532,002,1.0
newsgroups:14567,001,0.427702
newsgroups:14567,003,0.252571
newsgroups:14567,012,0.116647
newsgroups:14567,013,0.108654
newsgroups:14567,000,0.094426
newsgroups:14602,001,1.0
newsgroups:14637,008,1.0
newsgroups:14672,000,0.628708
newsgroups:14672,003,0.243359
newsgroups:14672,002,0.127932
newsgroups:14707,002,1.0
newsgroups:14742,001,1.0
newsgroups:14777,002,1.0
newsgroups:14812,001,0.467318
newsgroups:14812,006,0.166269
newsgroups:14812,003,0.096842
newsgroups:14812,005,0.085341
newsgroups:14812,002,0.075992
newsgroups:14812,016,0.068217
newsgroups:14812,004,0.040021
newsgroups:14847,003,1.0
newsgroups:14882,001,1.0
newsgroups:14917,001,1.0
newsgroups:14952,000,1.0
newsgroups:14987,002,1.0
newsgroups:15022,016,1.0
newsgroups:15057,005,1.0
newsgroups:15092,005,0.504714
newsgroups:15092,000,0.2543
newsgroups:15092,006,0.171643
newsgroups:15092,002,0.069342
newsgroups:15127,006,0.665884
newsgroups:15127,002,0.133436
newsgroups:15127,013,0.07375
newsgroups:15127,004,0.073222
newsgroups:15127,003,0.053708
newsgroups:15162,006,1.0
newsgroups:15197,005,0.845228
newsgroups:15197,006,0.154772
newsgroups:15232,005,0.648935
newsgroups:15232,000,0.191498
newsgroups:15232,001,0.044134
newsgroups:15232,016,0.041489
newsgroups:15232,003,0.033511
newsgroups:15232,004,0.028404
newsgroups:15232,002,0.012029
newsgroups:15267,005,0.556447
newsgroups:15267,000,0.306217
newsgroups:15267,016,0.043239
newsgroups:15267,002,0.026857
newsgroups:15267,006,0.026487
newsgroups:15267,003,0.023475
newsgroups:15267,001,0.017277
newsgroups:15302,000,1.0
newsgroups:15337,005,1.0
newsgroups:15372,002,1.0
newsgroups:15407,005,0.319761
newsgroups:15407,000,0.288721
newsgroups:15407,002,0.176158
newsgroups:15407,001,0.084431
newsgroups:15407,006,0.065036
newsgroups:15407,016,0.03805
newsgroups:15407,003,0.027844
newsgroups:15442,005,1.0
newsgroups:15477,005,0.665391
newsgroups:15477,016,0.115467
newsgroups:15477,002,0.103369
newsgroups:15477,001,0.071701
newsgroups:15477,003,0.044071
